"id","date","user","pc","activity"
"{D5F6-B8BU49NX-6463UKFZ}","01/04/2010 07:31:00","CKW1472","PC-9777","Logon"
"{D5K0-P8BS94DT-9392ZWTU}","01/04/2010 07:31:00","CLJ2226","PC-3403","Logon"
"{R6A5-E2LQ67AL-7889TDJH}","01/04/2010 07:31:00","CPC2583","PC-2066","Logon"
"{D7X5-Y8IF95ED-9717AGBU}","01/04/2010 07:31:00","CPG0808","PC-2220","Logon"
"{B0C7-C0HI80YA-2955SHBJ}","01/04/2010 07:31:00","CPH1516","PC-7053","Logon"
"{I0P9-A2FL98IU-2004BLCS}","01/04/2010 07:31:00","CWM0379","PC-9710","Logon"
"{G2H4-S4JN74XI-0584FDAH}","01/04/2010 07:31:00","EKV3294","PC-0536","Logon"
"{P1R4-Z1TC85GW-2707ISMP}","01/04/2010 07:31:00","ENL1500","PC-2710","Logon"
"{F0W8-J7GM53SZ-7685UIHI}","01/04/2010 07:31:00","ETL2436","PC-3873","Logon"
"{R6Z0-J2KZ12FU-9003MOQW}","01/04/2010 07:31:00","FED0291","PC-0891","Logon"
"{S6E7-C9GE79WR-1670QAUN}","01/04/2010 07:31:00","HJM3276","PC-7920","Logon"
"{N1U1-N0JI17OQ-7137CXDQ}","01/04/2010 07:31:00","HKS0661","PC-7032","Logon"
"{V8C1-N5LG83CM-0218VJDL}","01/04/2010 07:31:00","JDR0030","PC-4414","Logon"
"{B5R5-O5VF24PF-7919APEW}","01/04/2010 07:31:00","JKB0361","PC-7536","Logon"
"{T0O9-G6VJ85YF-5793FJPI}","01/04/2010 07:31:00","JNR2579","PC-4011","Logon"
"{Y6Q9-D3TV85MB-1065TJBK}","01/04/2010 07:31:00","JSA1424","PC-3089","Logon"
"{I4O4-G8JI74LO-8721JOKP}","01/04/2010 07:31:00","KAC0811","PC-4943","Logon"
"{P2W1-J2LX37DI-4407ILTL}","01/04/2010 07:31:00","LHM2675","PC-0687","Logon"
"{T3H8-X4BP63NZ-0314MAPL}","01/04/2010 07:31:00","LJR2569","PC-0601","Logon"
"{N1V4-B2IX54IT-9254OJQE}","01/04/2010 07:31:00","LLH1332","PC-8471","Logon"
"{L7H0-X0TC30UU-3835UMQG}","01/04/2010 07:31:00","MAM1325","PC-6672","Logon"
"{A6P9-Y2RK55NR-9293AGAV}","01/04/2010 07:31:00","MDG1010","PC-9702","Logon"
"{P6S2-X1FB12CU-9204CGOT}","01/04/2010 07:31:00","MME1009","PC-0642","Logon"
"{W8A1-M6AM53HY-9410YFEE}","01/04/2010 07:31:00","NEH1698","PC-9897","Logon"
"{G5W4-W7NJ68FU-6814AURQ}","01/04/2010 07:31:00","NPL1383","PC-2564","Logon"
"{J1G6-Z2AN63OK-1820SOWW}","01/04/2010 07:31:00","NWB1527","PC-3322","Logon"
"{Z1W8-S2EY28DZ-5856OMIZ}","01/04/2010 07:31:00","OAA0168","PC-9161","Logon"
"{G8O4-X4NL95BD-2556AVUD}","01/04/2010 07:31:00","OJF1762","PC-7541","Logon"
"{K5J3-W5UO34OB-2911JTIJ}","01/04/2010 07:31:00","OKL1385","PC-6630","Logon"
"{S7J5-N2KM24JV-2330BUQI}","01/04/2010 07:31:00","ONV1487","PC-3447","Logon"
"{M0O5-D1GB91AS-1200NITH}","01/04/2010 07:31:00","PTV2643","PC-0775","Logon"
"{R9W2-C7IZ95UH-7394KIYW}","01/04/2010 07:31:00","RPB2739","PC-8399","Logon"
"{H4Z7-X5JJ83IE-2410CXLM}","01/04/2010 07:31:00","SAH0385","PC-3780","Logon"
"{C4J7-Y3WD74JV-7914LJLN}","01/04/2010 07:31:00","SHC2083","PC-0850","Logon"
"{N6E2-Y5YJ48EC-9270IXUQ}","01/04/2010 07:31:00","SHM2573","PC-5139","Logon"
"{A9P4-O1JE22TA-8793SIZH}","01/04/2010 07:31:00","SMB1177","PC-9112","Logon"
"{V3W0-D1LX25OP-5268VYHT}","01/04/2010 07:31:00","TAR2007","PC-6956","Logon"
"{J2O1-Q7ER11WS-8080TYQD}","01/04/2010 07:31:00","WGK3281","PC-5412","Logon"
"{C5T3-L3NW11YV-7917TLVZ}","01/04/2010 07:31:42","BFL1769","PC-5550","Logoff"
"{V7G7-W2OC59BD-8005HWVH}","01/04/2010 07:32:00","ACA2637","PC-2055","Logon"
"{Y4P6-L6EV03PV-5743NWIE}","01/04/2010 07:32:00","ACK1688","PC-7598","Logon"
"{J5D3-O5MH11PW-7211EZFP}","01/04/2010 07:32:00","AFO2782","PC-4187","Logon"
"{B5U5-U5JL66RB-4524XNMQ}","01/04/2010 07:32:00","AJS2428","PC-0383","Logon"
"{F6G3-G4GI57GS-1443YLWE}","01/04/2010 07:32:00","APM1491","PC-6005","Logon"
"{X1B5-G3OV48PT-5482EUVF}","01/04/2010 07:32:00","ATA0912","PC-0495","Logon"
"{K9T9-H6UO12KZ-6532SPZE}","01/04/2010 07:32:00","BGW0916","PC-1740","Logon"
"{L7U5-Q2QZ99HJ-5287WAHS}","01/04/2010 07:32:00","BLM1396","PC-6386","Logon"
"{Q3F6-A6HM38GL-7064PBVP}","01/04/2010 07:32:00","BMM2078","PC-1500","Logon"
"{F2D8-B8DA00RC-4201YOFY}","01/04/2010 07:32:00","BNM1631","PC-5205","Logon"
"{Q3F4-Q3NC93WY-3606EWGX}","01/04/2010 07:32:00","CAD1540","PC-0796","Logon"
"{H9S0-A4HX66GG-3444FUSZ}","01/04/2010 07:32:00","CMF1717","PC-8415","Logon"
"{Y9L2-X8DX79LR-3926JDRO}","01/04/2010 07:32:00","CNR3998","PC-7677","Logon"
"{K7U8-C3KP16YB-7077JOZN}","01/04/2010 07:32:00","CNS2005","PC-4676","Logon"
"{B2D2-M1EE22HF-2874IVHX}","01/04/2010 07:32:00","DAC3514","PC-7344","Logon"
"{O0R5-V1QY32RQ-5507RCYK}","01/04/2010 07:32:00","DDB2672","PC-0919","Logon"
"{G1J5-V2MB52RR-2222VNPJ}","01/04/2010 07:32:00","DHA1395","PC-0657","Logon"
"{T6E0-W5AT34AS-6111BYCJ}","01/04/2010 07:32:00","DWB0095","PC-7373","Logon"
"{S7H5-R4SD62LC-3147KHTT}","01/04/2010 07:32:00","EBJ1378","PC-6081","Logon"
"{Y2G6-V0LF60QU-4601HTZG}","01/04/2010 07:32:00","EJB1013","PC-1956","Logon"
"{X7J3-T7RR78QY-0551GULQ}","01/04/2010 07:32:00","EVC1380","PC-1873","Logon"
"{S8O8-K0PB90FN-6490VQAW}","01/04/2010 07:32:00","GPB3997","PC-7688","Logon"
"{W7S2-W9WP89NX-8576NOYS}","01/04/2010 07:32:00","GTM1328","PC-3595","Logon"
"{U7Y1-N9EK49UR-7416UQVV}","01/04/2010 07:32:00","HAG2656","PC-3257","Logon"
"{H0Z3-P5VP67FE-4611LOXT}","01/04/2010 07:32:00","HDR1947","PC-8352","Logon"
"{S1N8-T3QT93FV-2814ITBE}","01/04/2010 07:32:00","HSB1989","PC-6076","Logon"
"{F4R0-L6XU99TZ-7395FUPY}","01/04/2010 07:32:00","IEV1373","PC-1005","Logon"
"{E7U2-C8UP40FF-5742SUNV}","01/04/2010 07:32:00","IIR2845","PC-6493","Logon"
"{D4R3-X9RZ12UZ-8441AOIG}","01/04/2010 07:32:00","IRM2652","PC-2731","Logon"
"{R2V0-M9CS53EI-1672QRFU}","01/04/2010 07:32:00","IVB0821","PC-5948","Logon"
"{B0S2-R9JZ95HG-5123ASED}","01/04/2010 07:32:00","JCA2852","PC-2159","Logon"
"{V0B1-K8NV95CY-0713MNCU}","01/04/2010 07:32:00","JGS1492","PC-6375","Logon"
"{O3V6-Z7OQ84FR-9303JGUX}","01/04/2010 07:32:00","JJJ0814","PC-2019","Logon"
"{M3I5-H4LJ71NF-4156RHJO}","01/04/2010 07:32:00","JYH1479","PC-3048","Logon"
"{W2I6-O8CA72KB-6084LSIV}","01/04/2010 07:32:00","KAR3277","PC-9227","Logon"
"{B9H5-Y8OC36BG-2521XJVX}","01/04/2010 07:32:00","KDC1635","PC-9764","Logon"
"{Y0Z8-I8OJ15HG-6693EXYG}","01/04/2010 07:32:00","KGT0659","PC-1244","Logon"
"{A4J7-X9SB36DJ-9746DFJM}","01/04/2010 07:32:00","KSC3519","PC-4783","Logon"
"{P8N0-C7BG72CH-4857VTGP}","01/04/2010 07:32:00","LCA1849","PC-3143","Logon"
"{K0E0-O8SQ78EK-3296GWME}","01/04/2010 07:32:00","LMA3295","PC-9756","Logon"
"{O4U7-O6VZ69JB-9318RHCD}","01/04/2010 07:32:00","MBU2074","PC-8535","Logon"
"{N3A2-R5HM33CB-9519WOYA}","01/04/2010 07:32:00","MMM2086","PC-5792","Logon"
"{T1A6-L2VE69IT-1049OQOQ}","01/04/2010 07:32:00","MWD2703","PC-8794","Logon"
"{W9Q6-G1WJ18HQ-0430VPLN}","01/04/2010 07:32:00","NAK1843","PC-4613","Logon"
"{L8Q5-L4QU33FV-1834TGGQ}","01/04/2010 07:32:00","NGG1634","PC-4986","Logon"
"{L6Y1-J8SN58DB-4591QPWR}","01/04/2010 07:32:00","NJR1488","PC-4560","Logon"
"{F6F1-F7OE33SV-0435HQIH}","01/04/2010 07:32:00","PBD1549","PC-6117","Logon"
"{V3N6-A6GU14NY-7368XIEU}","01/04/2010 07:32:00","RAR0383","PC-3616","Logon"
"{D6O0-U6PA89GN-4965GBHN}","01/04/2010 07:32:00","RAS2389","PC-4888","Logon"
"{U1R5-S8HL46VL-6158JPNV}","01/04/2010 07:32:00","STH2849","PC-2145","Logon"
"{I0X3-A6HC49KX-2827LIVN}","01/04/2010 07:32:00","TCF3986","PC-5267","Logon"
"{T2A8-R3PI96PA-8897VLOZ}","01/04/2010 07:32:00","TJM1900","PC-7554","Logon"
"{D9E0-D2OC01SK-6354NPUC}","01/04/2010 07:32:00","TJM2126","PC-7396","Logon"
"{C2U9-B6PP82DU-5484RAYJ}","01/04/2010 07:32:00","TKM0750","PC-9202","Logon"
"{B7S0-D2AK29ZQ-4009XJJC}","01/04/2010 07:32:00","TNM1545","PC-1863","Logon"
"{G5B3-W9EW49BR-8015BPZV}","01/04/2010 07:32:00","TUR1674","PC-7025","Logon"
"{X1Q0-A0JH25LA-8343NIPF}","01/04/2010 07:32:00","TWM1384","PC-7106","Logon"
"{V9L2-D2EL41FV-2706PJCM}","01/04/2010 07:32:00","WBD2129","PC-1973","Logon"
"{A0Z1-W7LT89VY-9363AJVA}","01/04/2010 07:32:00","WMB0206","PC-5969","Logon"
"{I8Y0-N9DX22ZZ-5899OWGK}","01/04/2010 07:33:00","ABH1829","PC-3589","Logon"
"{N3X5-S9LN13IJ-2128YSCP}","01/04/2010 07:33:00","AIP0184","PC-2225","Logon"
"{U7W9-F0ZZ44AD-4241VZNF}","01/04/2010 07:33:00","AJW1547","PC-2824","Logon"
"{U6I6-J2AW75MG-2299TULC}","01/04/2010 07:33:00","AOC3292","PC-7925","Logon"
"{A5A3-E9DV18RB-7912WHKU}","01/04/2010 07:33:00","AZC0202","PC-9904","Logon"
"{C5O9-U1YL11LR-6742OXLY}","01/04/2010 07:33:00","BCG2427","PC-0077","Logon"
"{I6Z4-E9YU95IB-3320LWLZ}","01/04/2010 07:33:00","BOH2657","PC-7811","Logon"
"{D0U8-K1MY84RI-5434MCGL}","01/04/2010 07:33:00","CBB1521","PC-8728","Logon"
"{G3Q0-K6TC04QP-3270SRHV}","01/04/2010 07:33:00","CGA3273","PC-9160","Logon"
"{X6N1-A9SP05SN-6116EOZN}","01/04/2010 07:33:00","CJS1507","PC-6452","Logon"
"{S6C1-I1MU67OZ-8905AWBJ}","01/04/2010 07:33:00","CLG3513","PC-0465","Logon"
"{L1O4-N6GI28LC-8171DNAS}","01/04/2010 07:33:00","CVR2440","PC-2250","Logon"
"{L0Q4-P1LC69IJ-9789LOFO}","01/04/2010 07:33:00","DAB1552","PC-6514","Logon"
"{S3P3-B9SZ91CI-7603GIUH}","01/04/2010 07:33:00","DJL0908","PC-5730","Logon"
"{B0H6-Z3KJ11IS-7205VNHT}","01/04/2010 07:33:00","EMG1116","PC-1123","Logon"
"{M5X5-A8XI84EO-2739WQDW}","01/04/2010 07:33:00","FKD3981","PC-4371","Logon"
"{M8G1-M9WU60LZ-5683OAOU}","01/04/2010 07:33:00","GAN1499","PC-8224","Logon"
"{L6W7-R3SI90TG-3491IHUN}","01/04/2010 07:33:00","GGS1421","PC-0212","Logon"
"{B8H0-I7CA97OX-8235SWPJ}","01/04/2010 07:33:00","HCS2431","PC-7158","Logon"
"{Z0P8-R5SZ27VZ-9316TRUM}","01/04/2010 07:33:00","HKG1858","PC-5235","Logon"
"{L9K0-K2QO86QZ-5738NJHD}","01/04/2010 07:33:00","HKM2437","PC-5110","Logon"
"{Z6X6-W3LF02AU-5000CZMG}","01/04/2010 07:33:00","HXH0447","PC-9981","Logon"
"{A9I2-I9BO73AN-5081YDPS}","01/04/2010 07:33:00","IAC1620","PC-3400","Logon"
"{B3E6-G6GB24XO-3794NIUG}","01/04/2010 07:33:00","JDB3984","PC-8469","Logon"
"{O9Y2-U0FV11LL-4556XYLJ}","01/04/2010 07:33:00","JKW1835","PC-2941","Logon"
"{T8J9-D2UZ47FP-8494EOYA}","01/04/2010 07:33:00","KBA1428","PC-1981","Logon"
"{X0I0-J3LB81RZ-7931IJVX}","01/04/2010 07:33:00","KPD1532","PC-8174","Logon"
"{A2A3-D5GP00HM-9846WTUM}","01/04/2010 07:33:00","KVR1826","PC-0011","Logon"
"{I7S5-U2HO22AN-8650UEJA}","01/04/2010 07:33:00","LBC1998","PC-7234","Logon"
"{I3S4-U7LF66JH-3673LFSU}","01/04/2010 07:33:00","MCT2004","PC-8289","Logon"
"{Z4J0-C5GZ50KK-1476MGBE}","01/04/2010 07:33:00","MDD1178","PC-1239","Logon"
"{T8E6-X6GU23ZH-8897XNSG}","01/04/2010 07:33:00","MKR1679","PC-6856","Logon"
"{J5I6-I1VL72CK-2918ZLJK}","01/04/2010 07:33:00","NTP2866","PC-0968","Logon"
"{M4O8-X8KI55RO-3607UJUM}","01/04/2010 07:33:00","OHC1684","PC-4682","Logon"
"{W6I9-Q6UZ93HV-4687EESO}","01/04/2010 07:33:00","ONC1546","PC-5238","Logon"
"{U8A5-D5JU59OO-3863JLLT}","01/04/2010 07:33:00","QKW1166","PC-6101","Logon"
"{R5O6-X3IH07BO-0418DEEB}","01/04/2010 07:33:00","RBH0917","PC-5143","Logon"
"{K3T6-C9WH31WM-9593CFLS}","01/04/2010 07:33:00","RCA2575","PC-8906","Logon"
"{P9W6-U6OL81LD-4362ULFE}","01/04/2010 07:33:00","ROP2743","PC-8370","Logon"
"{Y6C0-W4GI67HB-9524GEJO}","01/04/2010 07:33:00","SMB3280","PC-3223","Logon"
"{P1S0-B3TQ06LG-4730BFXE}","01/04/2010 07:33:00","WIM1861","PC-3940","Logon"
"{P2H5-O9CI38XN-7117SWVO}","01/04/2010 07:33:00","WTB3993","PC-8404","Logon"
"{U1C3-G3BP17VG-1285IIOP}","01/04/2010 07:33:00","WYE0250","PC-1947","Logon"
"{C1W5-X2GO63DZ-4270OLJS}","01/04/2010 07:33:00","XFL2644","PC-7857","Logon"
"{O4J9-D6XA85CX-7218LBHK}","01/04/2010 07:33:00","XHC1543","PC-2659","Logon"
"{I5E7-X3AE34OO-3141NMAQ}","01/04/2010 07:33:00","YAC1330","PC-0830","Logon"
"{J9B6-K8XE49BW-8754NPZT}","01/04/2010 07:34:00","ABM1851","PC-5060","Logon"
"{Y8X6-N4BO56NN-3803WOOR}","01/04/2010 07:34:00","AKK1495","PC-3293","Logon"
"{Y2J6-S5TX99AD-3201TKMC}","01/04/2010 07:34:00","BBM2664","PC-0548","Logon"
"{I7T1-H6WG75SK-3060MDWK}","01/04/2010 07:34:00","BCW0660","PC-2818","Logon"
"{Z0X2-S3PY38FP-8433NSZH}","01/04/2010 07:34:00","BPS1933","PC-1994","Logon"
"{Y1J7-S3SQ22FE-0532QJPT}","01/04/2010 07:34:00","BSM1945","PC-4006","Logon"
"{W2K1-L8JK13DV-7540HLHD}","01/04/2010 07:34:00","BWL1550","PC-4739","Logon"
"{S0J6-A6FO73QB-4213JDYT}","01/04/2010 07:34:00","BWS2654","PC-4467","Logon"
"{U9N1-X0KX37MV-9947PLZJ}","01/04/2010 07:34:00","CBE2119","PC-5496","Logon"
"{M6Y7-X2BX88IC-8904HTCM}","01/04/2010 07:34:00","CCS1172","PC-7175","Logon"
"{E9K4-H6IE39TF-9707HGGN}","01/04/2010 07:34:00","CFB1363","PC-6022","Logon"
"{Z1B9-I7VM27TA-7138YZOY}","01/04/2010 07:34:00","CHK3085","PC-0690","Logon"
"{E8I9-X5FP36FF-0968PLIY}","01/04/2010 07:34:00","DCG0664","PC-8783","Logon"
"{F3Z5-D4TE77ZW-6807CPTX}","01/04/2010 07:34:00","FBD2867","PC-2143","Logon"
"{T8K3-F4RZ37RT-1230VCMF}","01/04/2010 07:34:00","FKC2641","PC-9332","Logon"
"{L9H7-C8KW39PA-7014IVFO}","01/04/2010 07:34:00","HBZ2244","PC-1532","Logon"
"{W4P5-U4EL43JH-3504UPKW}","01/04/2010 07:34:00","HDH2634","PC-4665","Logon"
"{J6Z4-Y4TL09DI-1138HVPF}","01/04/2010 07:34:00","HLJ2872","PC-6614","Logon"
"{X4H6-Q3OE30AR-9907SBKR}","01/04/2010 07:34:00","IJO2659","PC-9331","Logon"
"{O9Z2-X9HE67HW-6869SUUX}","01/04/2010 07:34:00","KCP3074","PC-8664","Logon"
"{P6N7-L9ZD69LQ-5360URYT}","01/04/2010 07:34:00","LGC3084","PC-0712","Logon"
"{X2L8-J2JH61TR-4851SLBT}","01/04/2010 07:34:00","LMT2858","PC-5000","Logon"
"{O4G6-F6SU83GA-6768AKJS}","01/04/2010 07:34:00","LSC2425","PC-2883","Logon"
"{U6X2-Z3LE25BT-6233SLZK}","01/04/2010 07:34:00","LSW0381","PC-9863","Logon"
"{X9Y9-W5CA62JE-9529IKZX}","01/04/2010 07:34:00","MAL1509","PC-2898","Logon"
"{S9G9-N7KJ36HS-3624QKJB}","01/04/2010 07:34:00","MTF2228","PC-5534","Logon"
"{Y0L7-N7YL75FQ-3028NUQD}","01/04/2010 07:34:00","NGR1990","PC-8126","Logon"
"{H3X0-F7UL12WT-7882CQGT}","01/04/2010 07:34:00","NJT3278","PC-2511","Logon"
"{E3Q9-Y1HE36HI-0784NGGS}","01/04/2010 07:34:00","NKC0181","PC-8930","Logon"
"{N6B6-Z8CZ62TJ-7677ZNBW}","01/04/2010 07:34:00","OES2787","PC-3390","Logon"
"{X3B6-W8WP43LE-2766SQYB}","01/04/2010 07:34:00","ORA1643","PC-9575","Logon"
"{M8H4-G3IY37OC-8603AYRY}","01/04/2010 07:34:00","PDM1326","PC-1328","Logon"
"{X2I7-H8BW44AD-6548HIYR}","01/04/2010 07:34:00","QBL2237","PC-3074","Logon"
"{W6M2-B3EX46EM-5345HNAX}","01/04/2010 07:34:00","QSW0662","PC-5258","Logon"
"{O0H1-J6YE89IU-1074AJSW}","01/04/2010 07:34:00","RKG1123","PC-6661","Logon"
"{W2K2-K2OX39JY-3801PXWB}","01/04/2010 07:34:00","RLT2120","PC-7390","Logon"
"{S0U2-A5IV54WW-0913JZCQ}","01/04/2010 07:34:00","RSJ1937","PC-2757","Logon"
"{B6U7-I8HV53XY-1983GRBY}","01/04/2010 07:34:00","SMB3996","PC-8876","Logon"
"{T6D1-F1KU79LI-1256FIJB}","01/04/2010 07:34:00","SSR4000","PC-2578","Logon"
"{H2L9-S5SX49SJ-3292YEVP}","01/04/2010 07:34:00","URH1734","PC-8845","Logon"
"{E4C3-A2MN03ZL-6056YYDD}","01/04/2010 07:34:00","VUJ1689","PC-5230","Logon"
"{C6V9-L3OE28LQ-4701PWJA}","01/04/2010 07:34:00","XHC1112","PC-7643","Logon"
"{M2P3-C4FN11UD-6113FBVW}","01/04/2010 07:34:00","YPL2128","PC-4428","Logon"
"{Z4D4-Q8II84NE-2256UZGC}","01/04/2010 07:35:00","AEB2873","PC-5713","Logon"
"{E0V3-R4XD08ML-3363XBVD}","01/04/2010 07:35:00","AFR0909","PC-2035","Logon"
"{J3Y0-E3FR25DS-9794YBUH}","01/04/2010 07:35:00","AID0212","PC-1548","Logon"
"{T9M0-K8SU13MA-7222ZMGN}","01/04/2010 07:35:00","ALH1503","PC-1710","Logon"
"{Q3G0-E9HP66CW-2151LTTD}","01/04/2010 07:35:00","ASF1622","PC-6097","Logon"
"{K3E6-F2ZT72TM-9664FATU}","01/04/2010 07:35:00","BAD1007","PC-7474","Logon"
"{Z0K1-F8RE43SX-3780IONW}","01/04/2010 07:35:00","BCB2082","PC-4364","Logon"
"{H6A4-C0FC45UT-4729VOUR}","01/04/2010 07:35:00","BSS0919","PC-6769","Logon"
"{C2T1-V5IQ75LX-2419XKSR}","01/04/2010 07:35:00","CAR1181","PC-0638","Logon"
"{X1C4-E6TK32BF-6571GXEL}","01/04/2010 07:35:00","CCV2865","PC-4954","Logon"
"{U9Q9-T1MW48HB-7481UOMF}","01/04/2010 07:35:00","CEA1489","PC-8770","Logon"
"{Q1A8-W4JZ95AT-3604HKQW}","01/04/2010 07:35:00","CHS2868","PC-5417","Logon"
"{V5A2-U0AL80MT-4831HURF}","01/04/2010 07:35:00","CKW2734","PC-4270","Logon"
"{K0D0-M9JL51BL-3856HLQQ}","01/04/2010 07:35:00","CLC1619","PC-1165","Logon"
"{S9T1-X5WG60XB-7803EQND}","01/04/2010 07:35:00","CNB0376","PC-6034","Logon"
"{L0A9-C6AJ84UI-3313NAIB}","01/04/2010 07:35:00","CRC1728","PC-3724","Logon"
"{C3C2-N9QI25OS-5402SLXD}","01/04/2010 07:35:00","DHP2107","PC-3111","Logon"
"{J1K3-X7GC55AT-2710ICCW}","01/04/2010 07:35:00","DKC2774","PC-5005","Logon"
"{Y0U4-D6YH52PS-5635IBKR}","01/04/2010 07:35:00","DOL0377","PC-0634","Logon"
"{S6B8-X9CG99PS-0876ESTJ}","01/04/2010 07:35:00","EAM3473","PC-6681","Logon"
"{J5J4-H3QB22KW-3412VIZK}","01/04/2010 07:35:00","FAP3980","PC-4350","Logon"
"{A0I7-F7UF63JD-9081AYCM}","01/04/2010 07:35:00","FNF0813","PC-0907","Logon"
"{A7D3-U2FZ48PG-6039KGKK}","01/04/2010 07:35:00","HBN0384","PC-9145","Logon"
"{S3C3-E0MR97XI-3916IIGA}","01/04/2010 07:35:00","HBN2629","PC-6095","Logon"
"{Q9H2-T9OM85LE-1792ERDP}","01/04/2010 07:35:00","HJM3979","PC-5997","Logon"
"{U5E1-J4IN85AY-7423FNZT}","01/04/2010 07:35:00","HKC0374","PC-2705","Logon"
"{M7G9-U1IC50NQ-0772ITRT}","01/04/2010 07:35:00","IPB0918","PC-9014","Logon"
"{G5B9-D8IM63OJ-6105WKIY}","01/04/2010 07:35:00","IPE2853","PC-0040","Logon"
"{S3Q7-R9XZ67UV-1963PRRI}","01/04/2010 07:35:00","JDM1387","PC-7267","Logon"
"{P9M7-T1AJ29PF-9945IZVH}","01/04/2010 07:35:00","JFK1485","PC-2531","Logon"
"{N6Z9-K2YO02JY-6600TKNX}","01/04/2010 07:35:00","JGL1498","PC-8712","Logon"
"{J6C4-B3MP85XQ-2200HZKH}","01/04/2010 07:35:00","JRL3283","PC-6812","Logon"
"{K2F9-R3IM65PG-5167LMSW}","01/04/2010 07:35:00","JSL3078","PC-3640","Logon"
"{Z7G0-I1QQ60TQ-7331QWRS}","01/04/2010 07:35:00","LBM2735","PC-9778","Logon"
"{P2X0-X1TL14SF-1611RFZF}","01/04/2010 07:35:00","LSC1686","PC-0543","Logon"
"{O9Y7-W7FM61BU-5355WBOF}","01/04/2010 07:35:00","LSK2577","PC-9580","Logon"
"{O6K3-X8PR67QG-1098ZMPJ}","01/04/2010 07:35:00","MDS1508","PC-3189","Logon"
"{K6S4-Y8OG88DH-0811SDTS}","01/04/2010 07:35:00","MHP1692","PC-0007","Logon"
"{E0R3-O1RX95NN-6975JUHN}","01/04/2010 07:35:00","MJV0820","PC-0898","Logon"
"{P8P3-K2KH46HR-8702TNSM}","01/04/2010 07:35:00","MMS1402","PC-7683","Logon"
"{N7C0-M6EF79TN-4306KTJY}","01/04/2010 07:35:00","ODS3072","PC-1699","Logon"
"{W7X4-N6XN46YR-8647HHLC}","01/04/2010 07:35:00","PES2571","PC-0251","Logon"
"{F6R7-G0AK31TZ-1997HTMN}","01/04/2010 07:35:00","PMC1675","PC-4516","Logon"
"{D2N9-E4SB91VI-7643EOME}","01/04/2010 07:35:00","QAJ1379","PC-2152","Logon"
"{V2H6-O8OT38NW-0976ERIH}","01/04/2010 07:35:00","QNR0132","PC-9101","Logon"
"{I4Y3-G9XV05XI-3706VSAO}","01/04/2010 07:35:00","RHG2438","PC-8884","Logon"
"{I7W9-Z1MR61JS-9787FVGJ}","01/04/2010 07:35:00","SDB3080","PC-0910","Logon"
"{F8W9-D4RV01BJ-0729CTKZ}","01/04/2010 07:35:00","TAG1936","PC-5562","Logon"
"{A7G2-V4EU96IA-6925QQDC}","01/04/2010 07:35:00","TCC2442","PC-4675","Logon"
"{O8R4-Q3RE83IL-9423YDZW}","01/04/2010 07:35:00","VLG1696","PC-8751","Logon"
"{J0S4-I7UK84KZ-4531HCVF}","01/04/2010 07:35:00","VMR3298","PC-5855","Logon"
"{E4T1-A9LN35JW-1318DBJN}","01/04/2010 07:35:00","VSC3290","PC-1352","Logon"
"{D4T8-N3RL62HX-4171XRDZ}","01/04/2010 07:35:00","ZRS1397","PC-0366","Logon"
"{C7B7-O9WT24DG-3419XRZO}","01/04/2010 07:36:00","ADC2744","PC-5986","Logon"
"{B6I3-J2SY36KL-1983GGPD}","01/04/2010 07:36:00","AHF0446","PC-6263","Logon"
"{V9F2-R4WQ94JH-8910OKML}","01/04/2010 07:36:00","AMV2789","PC-2908","Logon"
"{J7G5-I0IA71OL-0324HMZM}","01/04/2010 07:36:00","APB1710","PC-1247","Logon"
"{I1U9-N4QI08TO-3282LXSD}","01/04/2010 07:36:00","ASO1011","PC-5804","Logon"
"{D8J9-K6LH83QD-4785RMWQ}","01/04/2010 07:36:00","BAA1525","PC-0090","Logon"
"{W3F1-W2UP15VB-2744ZSLG}","01/04/2010 07:36:00","BJN1335","PC-8630","Logon"
"{O4S0-R8EO26WI-4018GDTM}","01/04/2010 07:36:00","BRS3840","PC-8478","Logon"
"{O4I0-K7TG32JI-1116HTYR}","01/04/2010 07:36:00","BSS3839","PC-2398","Logon"
"{A1D1-P0IJ42KT-8414FGDH}","01/04/2010 07:36:00","CHF3978","PC-7486","Logon"
"{T9M4-E1GV77FO-5893AXWY}","01/04/2010 07:36:00","DDR0907","PC-6402","Logon"
"{P2Q1-K9BQ84EI-9871PGID}","01/04/2010 07:36:00","DKP3284","PC-2317","Logon"
"{X4T8-R8TP64GT-6216XVOU}","01/04/2010 07:36:00","DLT2223","PC-9086","Logon"
"{K7I2-Y8AB53QC-1548WKPQ}","01/04/2010 07:36:00","DTA2648","PC-4856","Logon"
"{X8O0-G3FW56BC-5634VZRB}","01/04/2010 07:36:00","EBV1834","PC-7397","Logon"
"{Y5R7-U2LU71OY-8235DZGO}","01/04/2010 07:36:00","EKC3988","PC-3813","Logon"
"{F0D3-B8XD11IT-2701BBEL}","01/04/2010 07:36:00","GDB2792","PC-1143","Logon"
"{F7R0-S4HT35YL-8247KSCW}","01/04/2010 07:36:00","GLW1640","PC-2320","Logon"
"{N7C5-O1EI56OV-1888PQUP}","01/04/2010 07:36:00","GNC2127","PC-8262","Logon"
"{F0Y3-T0MF42ET-7949GFIU}","01/04/2010 07:36:00","HDB3507","PC-2274","Logon"
