id,date,user,pc,file_tree,activity
{U4T0-R3AI94GS-0273LHCI},01-04-2010 08:52,AWT2353,PC-8760,,Disconnect
{A4C5-H0YW35OA-2210CTMH},01-04-2010 08:52,IWS1389,PC-0623,,Disconnect
{V8Y7-S8WB61EI-6806AMJF},01-04-2010 08:52,VBC0289,PC-1836,R:\;R:\292KbR8;R:\47FR7J2;R:\781KT89;R:\79ZFPN0;R:\VBC0289,Connect
{V7R0-Z0ZD80SY-9933CAXH},01-04-2010 08:52,NLS3413,PC-9420,R:\;R:\NLS3413,Connect
{G3O0-F8AW83XY-1511JTXK},01-04-2010 08:52,JEL0084,PC-2293,,Disconnect
{Q6L8-A0ON93MN-9841UCKH},01-04-2010 08:52,MCG3960,PC-1306,,Disconnect
{Y2R9-E2CB30QP-9619MFKO},01-04-2010 08:52,YRF0613,PC-0110,R:\;R:\23Mbg71;R:\58jr193;R:\64N49G6;R:\88jmrC0;R:\YRF0613,Connect
{K5T8-S5QZ67XC-9297SCZF},01-04-2010 08:53,BJM1709,PC-5535,R:\;R:\657vK99;R:\BJM1709,Connect
{R3L7-K1ED42ZV-2187WXMN},01-04-2010 08:53,EMS2489,PC-3660,R:\;R:\192fM79;R:\233nqb8;R:\EMS2489,Connect
{N8H0-I6BQ38IP-0851OQYU},01-04-2010 08:53,VAG3607,PC-7803,R:\;R:\69Bjkj0;R:\97c5677;R:\VAG3607,Connect
{R8P5-K4DC49RP-8409CQYO},01-04-2010 08:53,AWT2353,PC-8760,R:\;R:\27jn943;R:\58q4J65;R:\AWT2353,Connect
{C0T8-O3JP04LF-5634OVZA},01-04-2010 08:53,AWT2353,PC-8760,,Disconnect
{T4H5-L5PW07XD-7214SSWU},01-04-2010 08:53,DEM1601,PC-2545,R:\;R:\42BFv91;R:\69bvXT0;R:\DEM1601,Connect
{L3R7-K9SZ22QJ-9601GJZL},01-04-2010 08:54,KAB2249,PC-6758,,Disconnect
{C9A4-G3EW08NF-9376CKXL},01-04-2010 08:54,RBK1607,PC-8206,,Disconnect
{C0T0-A1CO34AT-3406LDYF},01-04-2010 08:54,WCH0096,PC-3449,R:\;R:\93N55D6;R:\WCH0096,Connect
{Z2Z6-K8KI99BR-7442NJWJ},01-04-2010 08:54,QJL0818,PC-0337,,Disconnect
{S4R7-F8RX73SU-6716QUJF},01-04-2010 08:54,GEB0230,PC-4661,R:\;R:\95DCsn0;R:\GEB0230,Connect
{F1B7-E8LT95VJ-0319KRYL},01-04-2010 08:54,ALM2988,PC-0868,,Disconnect
{G1E6-M9YE12UZ-0230ZMOO},01-04-2010 08:54,JEL0084,PC-2293,R:\;R:\JEL0084,Connect
{S1V3-S3JM30XA-1789RSUT},01-04-2010 08:54,JEL0084,PC-2293,,Disconnect
{G8M2-R5YL88OI-0210GKJW},01-04-2010 08:54,DTR1323,PC-4277,R:\;R:\57Kq893;R:\95Lf5X2;R:\DTR1323,Connect
{V8T7-X6QZ63RD-8060HBND},01-04-2010 08:55,HBZ2244,PC-1532,,Disconnect
{K0M2-N6KG33KI-0406SRSW},01-04-2010 08:55,LFN2377,PC-6371,,Disconnect
{S7Q4-X4RG41KY-4050MTDR},01-04-2010 08:55,TJC3527,PC-4122,,Disconnect
{M2R5-W0MT80QF-3505NZOV},01-04-2010 08:55,GCR0625,PC-0731,,Disconnect
{C5A0-W8ZO11WM-6749TBGS},01-04-2010 08:55,CAB2674,PC-1171,,Disconnect
{C3Q6-H6QU08DK-9400DHAQ},01-04-2010 08:55,YRS2977,PC-4256,R:\;R:\YRS2977,Connect
{H2Z8-I7NL73OG-9011OWAY},01-04-2010 08:55,KKF0303,PC-3082,,Disconnect
{Z1I1-C8AJ80SK-9418KZWW},01-04-2010 08:55,JNF3258,PC-7834,,Disconnect
{B9F2-Z5VY93RX-5358WMVM},01-04-2010 08:55,NEE3635,PC-7455,R:\;R:\64m2s95;R:\91bN633;R:\NEE3635,Connect
{G6J4-O3PO09TA-6543GRID},01-04-2010 08:55,DAM1245,PC-9940,R:\;R:\39Nw3q2;R:\49d5Lc4;R:\68Y7Q65;R:\86tFC41;R:\DAM1245,Connect
{S4Z8-A9QT32TS-1010UQXH},01-04-2010 08:55,VBC3689,PC-6882,,Disconnect
{R7L8-B3CV00FL-2218QVRW},01-04-2010 08:56,ARM3724,PC-4713,,Disconnect
{O1F5-W3CN14WN-5201QKES},01-04-2010 08:56,QJL0818,PC-0337,R:\;R:\946SVp8;R:\QJL0818,Connect
{T8B3-Y8XE68KX-6609TUQJ},01-04-2010 08:56,IFB3864,PC-5027,R:\;R:\IFB3864,Connect
{V6A6-U8OW04KD-7393QSKE},01-04-2010 08:56,DTR1323,PC-4277,,Disconnect
{E5A1-U3QU66JJ-1500LVVB},01-04-2010 08:56,MSB2552,PC-7518,,Disconnect
{P3Q5-Y2JS44NW-9612GRCY},01-04-2010 08:56,DSL1727,PC-2298,R:\;R:\14hT6t2;R:\45j2747;R:\61l5167;R:\DSL1727,Connect
{N8F6-V6UF11DP-3630ZWUY},01-04-2010 08:56,QBF2137,PC-1680,R:\;R:\QBF2137,Connect
{W1N6-C7SA86UA-0681VYHE},01-04-2010 08:56,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{H0I0-V4LZ08FS-5010BWUF},01-04-2010 08:56,HEH3341,PC-4919,R:\;R:\69wps21;R:\72y4Yq4;R:\HEH3341,Connect
{L9F9-U1XJ27AQ-7311BLVL},01-04-2010 08:56,HCL2011,PC-6428,,Disconnect
{Z1C9-E5VA50FP-5759GZDX},01-04-2010 08:56,DTA2648,PC-4856,R:\;R:\DTA2648,Connect
{S8B3-S3RV65AN-8121IJFY},01-04-2010 08:57,SJS3122,PC-9509,R:\;R:\35nk9x2;R:\66xz6R2;R:\SJS3122,Connect
{K8Y9-G4BC92JF-3401GUAE},01-04-2010 08:57,HSG0209,PC-0098,R:\;R:\544GG39;R:\HSG0209,Connect
{X2M1-Q6LR86EM-2417OIDT},01-04-2010 08:57,HDB1365,PC-6069,,Disconnect
{Z5V9-Y8IB17QI-1072HUQK},01-04-2010 08:57,UWC1584,PC-3101,,Disconnect
{F1B3-Q1UT02EX-3357PIYJ},01-04-2010 08:57,CJR0925,PC-5828,,Disconnect
{J9I8-S8QV00TR-9262MFKT},01-04-2010 08:57,RBK1607,PC-8206,R:\;R:\35wYrK0;R:\36v3227;R:\RBK1607,Connect
{O7R7-N2CT29HW-8919LYFN},01-04-2010 08:57,MJV0820,PC-0898,R:\;R:\22xg9W2;R:\465Hzs8;R:\97hPMC0;R:\MJV0820,Connect
{U0O2-U0ZI71MG-6770AJOA},01-04-2010 08:57,MDT1654,PC-3039,,Disconnect
{S8A2-Q3UB66HT-2158IDVO},01-04-2010 08:57,CMD1983,PC-9221,,Disconnect
{R6M4-R7WD12VU-1438BPGP},01-04-2010 08:57,KCW2926,PC-8796,R:\;R:\KCW2926,Connect
{A0B5-X5AD53YA-2847PMPJ},01-04-2010 08:57,JFJ3572,PC-1992,,Disconnect
{F4K9-Y7FF52YM-4702JIIM},01-04-2010 08:58,JLM2314,PC-0376,,Disconnect
{P0V5-I9IK96RV-6046ZHUP},01-04-2010 08:58,GRS3982,PC-7431,R:\;R:\815bBL8;R:\96zr4y2;R:\GRS3982,Connect
{Q5P7-B1ZA47TE-3080FBWX},01-04-2010 08:58,YRF0613,PC-0110,,Disconnect
{Q8L0-D6IQ75JD-9307YIMY},01-04-2010 08:58,EJJ0969,PC-3356,,Disconnect
{W7A5-H9AI23WR-5097FXTV},01-04-2010 08:58,MAR1422,PC-1050,,Disconnect
{B7I4-F1TO50RC-2720URCF},01-04-2010 08:59,MSP3608,PC-3455,,Disconnect
{K7C3-G6QQ78UB-7016JOHV},01-04-2010 08:59,GGC3709,PC-7980,R:\;R:\473KK59;R:\81rNTb0;R:\GGC3709,Connect
{L5K6-K2PH56ZZ-0878KROY},01-04-2010 08:59,OES2787,PC-3390,,Disconnect
{A7Q2-H1MV50LL-6057QIHQ},01-04-2010 08:59,DNH3656,PC-3452,R:\;R:\37d69w6;R:\DNH3656,Connect
{U1X3-J9BF35RN-8194OOUP},01-04-2010 08:59,MOD0948,PC-3164,R:\;R:\55X8VL4;R:\578PJ49;R:\819yVL8;R:\MOD0948,Connect
{S6V6-H6SJ62LM-3939QJOV},01-04-2010 09:00,CLG3513,PC-0465,,Disconnect
{L3X4-W6CG83PG-7855KWYX},01-04-2010 09:00,OWW2268,PC-5564,,Disconnect
{J7A9-O0BY92RP-0042WFPE},01-04-2010 09:00,BFR1236,PC-9209,,Disconnect
{M8R7-E7VU04EG-6208WQUD},01-04-2010 09:00,LDF1919,PC-2946,,Disconnect
{J5S1-J3LU74FY-8411TWNU},01-04-2010 09:00,QBF2137,PC-1680,,Disconnect
{G7F5-L1WK80XQ-1215ACSC},01-04-2010 09:00,PBD1549,PC-6117,,Disconnect
{M2J4-M3YR33KT-6987GXXO},01-04-2010 09:00,BMS3133,PC-7732,,Disconnect
{R0V0-X9XW99NE-7596FZAJ},01-04-2010 09:00,EFS3999,PC-0076,R:\;R:\EFS3999,Connect
{Y8K1-S9QR06KF-2945KOTA},01-04-2010 09:00,VKA2342,PC-3174,R:\;R:\19Ny6C2;R:\38Jq3C2;R:\53mn113;R:\77t3CM4;R:\VKA2342,Connect
{L7D1-Y7NQ05NP-3857MKLB},01-04-2010 09:00,RTN3211,PC-8086,,Disconnect
{V1M5-T8HY59XB-1459MMCI},01-04-2010 09:01,APM1561,PC-2650,,Disconnect
{H4C0-O3RR28OH-9704UHPV},01-04-2010 09:01,LHM2675,PC-0687,,Disconnect
{C5G1-F8QT12GY-8401SWTM},01-04-2010 09:01,KCW2926,PC-8796,,Disconnect
{O4Q0-C3HQ15IQ-6533OYCV},01-04-2010 09:01,NLS3413,PC-9420,,Disconnect
{B8V5-P3LY65ZC-2599RENG},01-04-2010 09:01,OBB1551,PC-6409,,Disconnect
{G1P0-I0JJ60OA-6818DHBG},01-04-2010 09:01,YCW3131,PC-6192,,Disconnect
{Z7Y2-J6IH65GC-7266KKGW},01-04-2010 09:01,DNH3656,PC-3452,,Disconnect
{C6S3-M7EO13DA-7902UWAA},01-04-2010 09:01,LEM1739,PC-8254,,Disconnect
{B9H4-A4HV73VY-6823GUKZ},01-04-2010 09:01,WBV0637,PC-8714,R:\;R:\11pt543;R:\43m1527;R:\WBV0637,Connect
{M5J8-J4AT41IS-2738FXUM},01-04-2010 09:01,BRA3193,PC-2120,R:\;R:\29Lt893;R:\BRA3193,Connect
{V5A8-V3RS14VS-8531WTBM},01-04-2010 09:02,DHR3582,PC-6765,R:\;R:\51HK823;R:\74LG1q2;R:\787zVJ8;R:\88n3Q85;R:\DHR3582,Connect
{N0J6-L4BC40EC-9895CMZC},01-04-2010 09:02,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{O5T1-K7XM35IS-4646HSFT},01-04-2010 09:02,ACR1367,PC-1725,R:\;R:\49f3357;R:\64h63q6;R:\ACR1367,Connect
{D2A5-E5LS54BV-6695ZVCM},01-04-2010 09:02,DDF2723,PC-5858,R:\;R:\31Bc4w2;R:\39Z9687;R:\45dp5K2;R:\95mR813;R:\DDF2723,Connect
{I8X4-S5BY62KD-1429PVZR},01-04-2010 09:02,JBB2308,PC-2928,R:\;R:\174sMl8;R:\36Yj333;R:\97zgtj0;R:\JBB2308,Connect
{Z4A3-R9LI64ZP-5682VNIC},01-04-2010 09:02,WAM0240,PC-4469,,Disconnect
{J7M1-M4AF96YJ-4241CNOG},01-04-2010 09:02,CCR3246,PC-5457,R:\;R:\85y85f6;R:\CCR3246,Connect
{X0L0-Y2EU19GU-0474EIKX},01-04-2010 09:02,DYF1370,PC-5383,R:\;R:\18Nz493;R:\36M4417;R:\85gQwt0;R:\DYF1370,Connect
{O9J0-J2JP59BZ-3239PRLN},01-04-2010 09:02,QJL0818,PC-0337,,Disconnect
{C5G0-O3NY37WN-7393YIAL},01-04-2010 09:03,RBK1607,PC-8206,,Disconnect
{L5T0-L1BY45YF-7056WLQC},01-04-2010 09:03,AHF0446,PC-6263,R:\;R:\34b8vN4;R:\37w85Y6;R:\44g9bZ4;R:\AHF0446,Connect
{Z9Y9-F0PG64IH-2525OPWI},01-04-2010 09:03,REP1526,PC-5296,R:\;R:\64G15y6;R:\REP1526,Connect
{F6T6-R7AW91YY-2218YUXQ},01-04-2010 09:03,REV1437,PC-1002,R:\;R:\18k1477;R:\64JM593;R:\76v9Dl4;R:\79lTP31;R:\REV1437,Connect
{E1I7-C3QL83IE-6511ACRD},01-04-2010 09:03,BEB2949,PC-1111,R:\;R:\12w3ph4;R:\166wt79;R:\253ZM69;R:\BEB2949,Connect
{O3O2-G1SN91PD-5595CXKX},01-04-2010 09:03,ATL3886,PC-5095,R:\;R:\ATL3886,Connect
{V6C3-F5HM97LA-2137VWKP},01-04-2010 09:03,RAC3245,PC-6828,,Disconnect
{C4O0-F7AT59DO-2071EZHU},01-04-2010 09:03,IEM1925,PC-7488,R:\;R:\43c5H35;R:\IEM1925,Connect
{V7I8-C6MJ24VT-2372VVAI},01-04-2010 09:03,MSP3608,PC-3455,R:\;R:\MSP3608,Connect
{B1H5-L6LA45UY-9956FAHA},01-04-2010 09:03,GLW1640,PC-2320,R:\;R:\58K8WN4;R:\83QsQn0;R:\GLW1640,Connect
{L2I9-C6JF30MA-7143UWXY},01-04-2010 09:04,DHR3582,PC-6765,,Disconnect
{R2S2-Y4AI13LR-2015QANH},01-04-2010 09:04,DKH2809,PC-4992,R:\;R:\745Fb59;R:\76rLpb0;R:\DKH2809,Connect
{E7W8-Q2EF99AE-9037ERSV},01-04-2010 09:04,HEH3341,PC-4919,,Disconnect
{F3Y8-M5LZ94SJ-4202JDJP},01-04-2010 09:04,EBJ1378,PC-6081,R:\;R:\459Svj8;R:\94S2147;R:\EBJ1378,Connect
{U5R9-H4WP17JH-9768SAHG},01-04-2010 09:04,VBC0289,PC-1836,,Disconnect
{G6O0-V6UO94HC-0733PVAL},01-04-2010 09:04,JFJ3572,PC-1992,R:\;R:\22TY353;R:\32z9887;R:\39Z7D35;R:\46KK2j2;R:\JFJ3572,Connect
{V2B1-A1TL97GG-6114EHGR},01-04-2010 09:05,GHL0128,PC-3086,R:\;R:\GHL0128,Connect
{X9R3-E6IF65JH-4877XRNG},01-04-2010 09:05,MOG2500,PC-8544,R:\;R:\23f6c45;R:\28fCcy0;R:\37zh5x2;R:\84jJsV0;R:\MOG2500,Connect
{R2V2-V7ZQ97AT-1927HSHM},01-04-2010 09:05,SJS3122,PC-9509,,Disconnect
{V5U4-T2IS41OH-0207XXYC},01-04-2010 09:05,LJB1898,PC-8375,R:\;R:\LJB1898,Connect
{C3Q9-B8EX90NN-0727XQIZ},01-04-2010 09:05,EAD1352,PC-0791,,Disconnect
{F6P3-J4NO24GN-4118IWSJ},01-04-2010 09:05,WMM1386,PC-1405,R:\;R:\33c69m6;R:\WMM1386,Connect
{W1B3-V3JU10BQ-5047MKZG},01-04-2010 09:06,ING3393,PC-2927,R:\;R:\59pH893;R:\73YY873;R:\855KB39;R:\ING3393,Connect
{Y7Y9-U1FW42ZP-5842KPTC},01-04-2010 09:06,RGB1235,PC-0496,,Disconnect
{V1N0-Q5YI99GZ-1726GWTF},01-04-2010 09:06,ODS2271,PC-0424,R:\;R:\ODS2271,Connect
{N6C3-Z7LX78OC-5132GDGK},01-04-2010 09:06,GGC3709,PC-7980,,Disconnect
{S7M5-X9NV64AH-3457UZJT},01-04-2010 09:06,AFW2487,PC-3129,,Disconnect
{S3A1-V0PT08VT-9718BGJC},01-04-2010 09:06,JIS3135,PC-7515,R:\;R:\12B1w25;R:\25Yn433;R:\JIS3135,Connect
{L1N6-B7UQ39PX-9604FIDW},01-04-2010 09:06,CCR3246,PC-5457,,Disconnect
{E6N8-Z2IH74PU-4007LFEB},01-04-2010 09:07,GRS3982,PC-7431,,Disconnect
{X5K9-B9DW20OC-7619BNZD},01-04-2010 09:07,PJB2180,PC-2356,R:\;R:\168tww8;R:\53xq1L2;R:\79QjsZ0;R:\93DsN41;R:\PJB2180,Connect
{N7Q1-M4CB10SZ-7715GCIR},01-04-2010 09:07,KAB2249,PC-6758,R:\;R:\111QN79;R:\KAB2249,Connect
{K7X4-J0XU78OX-3797WNSC},01-04-2010 09:07,HEP3784,PC-8147,R:\;R:\HEP3784,Connect
{J1A1-N9KH29II-4205IDDG},01-04-2010 09:07,DTA2648,PC-4856,,Disconnect
{H3I1-W9AI69OT-8379ROYW},01-04-2010 09:07,CWG3213,PC-3912,R:\;R:\22JX233;R:\23Nj8Z2;R:\56fL133;R:\88rpk51;R:\CWG3213,Connect
{H4L4-Y6OG50DH-3277GLAU},01-04-2010 09:07,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{I1O2-F2GM30CG-3215FENC},01-04-2010 09:07,CTS3428,PC-4598,R:\;R:\12bl1V2;R:\625pbR8;R:\97Q1Bh4;R:\CTS3428,Connect
{L0J5-M6YL52TX-4331HVKQ},01-04-2010 09:07,MCG3960,PC-1306,R:\;R:\13l33v6;R:\21lYhT0;R:\MCG3960,Connect
{J6P3-T5FX53SZ-7539TVDE},01-04-2010 09:08,IEM1925,PC-7488,,Disconnect
{S8V1-S4DG57AO-1967AFPM},01-04-2010 09:08,DDF2723,PC-5858,,Disconnect
{L6Y7-S7VP44GV-7107WCLH},01-04-2010 09:08,VKA2342,PC-3174,,Disconnect
{S0J2-D1OZ50KH-5406IPSB},01-04-2010 09:08,EXF1848,PC-6795,R:\;R:\785Mkt8;R:\EXF1848,Connect
{I5P5-F6JH01UM-8245QDOX},01-04-2010 09:08,ACR1367,PC-1725,,Disconnect
{K0I2-K7OW18DQ-4312LBBA},01-04-2010 09:08,CPR3429,PC-4831,R:\;R:\926rf79;R:\CPR3429,Connect
{Y3Q6-R4JG94OX-3410ZUBF},01-04-2010 09:08,SCP3756,PC-9821,R:\;R:\26CK253;R:\26v6567;R:\51D7f95;R:\72W99B6;R:\SCP3756,Connect
{T5P0-V8TI67HZ-2941HNOB},01-04-2010 09:08,PJB2180,PC-2356,,Disconnect
{C7A9-R5GU09DQ-6064CFKB},01-04-2010 09:08,ASP1409,PC-6934,R:\;R:\ASP1409,Connect
{Z7L8-D9EA90DI-8206MUGD},01-04-2010 09:08,VKA2342,PC-3174,R:\;R:\19Ny6C2;R:\38Jq3C2;R:\53mn113;R:\77t3CM4;R:\VKA2342,Connect
{V3O5-I8IG90FG-4130JBOQ},01-04-2010 09:08,UMP0532,PC-1797,R:\;R:\19Bt6r2;R:\56Fm923;R:\78c6x65;R:\UMP0532,Connect
{J8P1-I0HU37OR-1818MWSC},01-04-2010 09:08,DUS2286,PC-0828,,Disconnect
{D5X4-V6PF77TQ-7403AZRJ},01-04-2010 09:08,NJL3166,PC-6548,R:\;R:\75Q54Q6;R:\78h15v6;R:\NJL3166,Connect
{W9C3-F0XT87UJ-0125IEZT},01-04-2010 09:09,IJO2659,PC-9331,,Disconnect
{A4S2-T9HJ65LN-0919HNRN},01-04-2010 09:09,GKK0677,PC-9642,R:\;R:\18J8487;R:\22Nbnh0;R:\59g95l6;R:\59v3577;R:\GKK0677,Connect
{B3Y2-C7MI53JW-0603NHJW},01-04-2010 09:09,EAD1352,PC-0791,R:\;R:\39gW9r2;R:\EAD1352,Connect
{B8X6-Z6FG23BA-5530TJGZ},01-04-2010 09:09,EFS3999,PC-0076,,Disconnect
{J1U2-Q2TY32QF-2946MJTK},01-04-2010 09:09,LJS1922,PC-2881,,Disconnect
{E2S5-Z3FX25KZ-6891TQEK},01-04-2010 09:09,EAD1352,PC-0791,,Disconnect
{P2K5-H7BK76RP-8141MTPW},01-04-2010 09:09,EGJ1921,PC-0215,R:\;R:\56ymn71;R:\EGJ1921,Connect
{M1Y1-U6XL96WM-4009HPUN},01-04-2010 09:09,FSN1842,PC-9570,R:\;R:\14y7mb4;R:\47GY4T2;R:\994WKb8;R:\FSN1842,Connect
{R0Y7-H4YP12WA-7529ICGD},01-04-2010 09:10,DTR1323,PC-4277,R:\;R:\57Kq893;R:\95Lf5X2;R:\DTR1323,Connect
{B0B3-Z2MV55TP-4011MBJU},01-04-2010 09:10,YDS2418,PC-9688,,Disconnect
{S5U2-Q8HT25MZ-1948SJKA},01-04-2010 09:10,DIE1614,PC-1213,,Disconnect
{E9W1-Q7QK15TZ-3421SRZL},01-04-2010 09:10,IFD3423,PC-3470,,Disconnect
{L8C9-V5ZP53TL-2017XVXG},01-04-2010 09:10,DTR1323,PC-4277,,Disconnect
{W5E9-I6PA45XJ-3065CMPC},01-04-2010 09:10,NEE3635,PC-7455,,Disconnect
{R1S8-P4XS31XR-5365KVUR},01-04-2010 09:10,WCH0096,PC-3449,,Disconnect
{I4P1-C6WZ39JD-0669UACP},01-04-2010 09:10,VAG3607,PC-7803,,Disconnect
{U1C1-A3WK01QB-4083LHST},01-04-2010 09:10,AHF0446,PC-6263,,Disconnect
{E8K1-F5FM16TM-7212HNEU},01-04-2010 09:10,HDB1365,PC-6069,R:\;R:\46Df583;R:\46P56H6;R:\52gqd81;R:\56j7h55;R:\HDB1365,Connect
{B9M3-Z6NX64GB-8857IUHG},01-04-2010 09:10,CMM0105,PC-6781,R:\;R:\74kyXG0;R:\79htG21;R:\94r4K65;R:\CMM0105,Connect
{J0F5-K5WQ15WP-9178ZHEW},01-04-2010 09:11,JBB2308,PC-2928,,Disconnect
{S4Y8-D5AV83QX-8581YJVE},01-04-2010 09:11,CWS0228,PC-9988,R:\;R:\422dpw8;R:\45Hf5Q2;R:\46nvDR0;R:\91dH2T2;R:\CWS0228,Connect
{T6L4-P4UF61UM-9601EKTZ},01-04-2010 09:11,DAM3983,PC-1527,,Disconnect
{F6X9-S9CI92TK-5703DVHJ},01-04-2010 09:11,ASF1622,PC-6097,R:\;R:\33ksT61;R:\86H84t6;R:\91QG2n2;R:\95Fc8F2;R:\ASF1622,Connect
{T9Y3-S1SJ76ED-3688SZTF},01-04-2010 09:11,CPR3429,PC-4831,,Disconnect
{B8S8-B7LQ40WP-5352FFLH},01-04-2010 09:11,ARS3926,PC-8628,,Disconnect
{U1W5-A1SW90ID-8986OLPE},01-04-2010 09:11,IEM1925,PC-7488,R:\;R:\43c5H35;R:\IEM1925,Connect
{O4S8-N1SJ25YE-8151SACH},01-04-2010 09:11,CBS2799,PC-6364,,Disconnect
{E1A9-J0BM68WD-1652EPSE},01-04-2010 09:11,DKH2809,PC-4992,,Disconnect
{R7S3-E8HY90WM-7325APZQ},01-04-2010 09:11,QJR1304,PC-6689,R:\;R:\26plb71;R:\28KB383;R:\38R9gL4;R:\38tkrc0;R:\QJR1304,Connect
{U3E2-F9WM32FO-9463SZFA},01-04-2010 09:12,BKH0963,PC-2374,R:\;R:\BKH0963,Connect
{W5W6-U9GM31KQ-8259YJJL},01-04-2010 09:12,SIH1756,PC-0888,,Disconnect
{X0X1-I9KS18PO-5662UEUS},01-04-2010 09:12,VKA2342,PC-3174,,Disconnect
{C5C8-Q7CJ44EV-1778KAGX},01-04-2010 09:12,MDB2114,PC-4789,R:\;R:\23ZnB81;R:\63GQn41;R:\83Y7Zf4;R:\MDB2114,Connect
{M9L4-V6BG40WA-6815HOKM},01-04-2010 09:12,LJB1898,PC-8375,,Disconnect
{A8M4-L1PS98IT-5787YKFH},01-04-2010 09:12,CLG1312,PC-8936,,Disconnect
{T0U9-V0UU56WG-4556IOZJ},01-04-2010 09:12,WAM0240,PC-4469,R:\;R:\31fZgX0;R:\WAM0240,Connect
{Z1N1-G7PG34DI-3604LYYP},01-04-2010 09:12,IMK3365,PC-6745,,Disconnect
{U8J7-X0GZ03LV-0101ARWR},01-04-2010 09:12,TLM1413,PC-4852,R:\;R:\68wy713;R:\TLM1413,Connect
{C0N6-N0WK68FO-0450LSVQ},01-04-2010 09:13,ECH3561,PC-3694,R:\;R:\27XKf61;R:\ECH3561,Connect
{V1B9-C1JL33WY-3660GMAO},01-04-2010 09:13,BLF0313,PC-7752,,Disconnect
{V9J2-P5WR64FJ-0144RKSA},01-04-2010 09:13,VIH0543,PC-4968,R:\;R:\51Bz273;R:\57GTYn0;R:\79V5K15;R:\93q2Zn4;R:\VIH0543,Connect
{S3J9-I6BE57NN-0185YVSX},01-04-2010 09:13,REP1526,PC-5296,,Disconnect
{B5R1-S8JV59EC-3454DJMR},01-04-2010 09:13,ASW2718,PC-3686,R:\;R:\961RsG8;R:\ASW2718,Connect
{O9N0-J9ZU96LB-4657PTFI},01-04-2010 09:13,VKA2342,PC-3174,R:\;R:\19Ny6C2;R:\38Jq3C2;R:\53mn113;R:\77t3CM4;R:\VKA2342,Connect
{Q2Z1-U3MG45YC-8909CSFP},01-04-2010 09:13,ASW2718,PC-3686,,Disconnect
{N0Z4-E8JV01CW-3007WXJB},01-04-2010 09:13,ANR2199,PC-1648,R:\;R:\146WH49;R:\568PC29;R:\73kmK51;R:\ANR2199,Connect
{Y1C6-L7TD33DM-4029RXSH},01-04-2010 09:13,GEB0230,PC-4661,,Disconnect
{Z4M1-G4DI06PY-0895SAUU},01-04-2010 09:13,MOD0948,PC-3164,,Disconnect
{A9U5-A0FR31WC-0372AHSX},01-04-2010 09:14,GLW1640,PC-2320,,Disconnect
{M0T6-Y3XJ71WP-6923ZTEK},01-04-2010 09:14,IAK0352,PC-6483,,Disconnect
{I2S7-Z9PU62DP-6237PJYS},01-04-2010 09:14,UWC1584,PC-3101,R:\;R:\591DGx8;R:\88x4Sg4;R:\UWC1584,Connect
{S3N8-U9BD37KY-7255UWMM},01-04-2010 09:14,CMM0105,PC-6781,,Disconnect
{O1U4-P0GR97KR-8026AWUA},01-04-2010 09:14,EAD1352,PC-0791,R:\;R:\39gW9r2;R:\EAD1352,Connect
{Y8A6-H4DR70EV-3735YCCT},01-04-2010 09:14,IJO2659,PC-9331,R:\;R:\821Jb39;R:\86R6p95;R:\IJO2659,Connect
{I5C1-S4AJ63PH-8934OEDW},01-04-2010 09:15,VKA2342,PC-3174,,Disconnect
{C6R3-E8RA98NO-2159DZAO},01-04-2010 09:15,APO1524,PC-8823,R:\;R:\12m3CD4;R:\93hr2L2;R:\96v5p35;R:\APO1524,Connect
{P0H0-V5VI12RI-7104UCHT},01-04-2010 09:15,JIS3135,PC-7515,,Disconnect
{D5Z8-I5YO15SN-3342WNJD},01-04-2010 09:15,ASF1622,PC-6097,,Disconnect
{K6P6-I9GB66ER-4886BVTF},01-04-2010 09:15,MSL3587,PC-4381,R:\;R:\627lxF8;R:\78H8l35;R:\79P7857;R:\MSL3587,Connect
{L2D5-Y4CX70TH-6838XDKI},01-04-2010 09:15,VCT0950,PC-7143,,Disconnect
{E8L7-V5YA98QE-7854OCHM},01-04-2010 09:15,BPW0581,PC-1481,,Disconnect
{V6F3-M9JN11ZR-7154EQYE},01-04-2010 09:16,YRS2977,PC-4256,,Disconnect
{R2D5-M8OA93NI-0225XRKX},01-04-2010 09:16,DTA2648,PC-4856,R:\;R:\DTA2648,Connect
{T7S2-L4GS21ZP-3589FOQH},01-04-2010 09:16,ING3393,PC-2927,,Disconnect
{F9D0-G5RS15MO-4861KDWP},01-04-2010 09:16,UGR1144,PC-4902,R:\;R:\33h8TD4;R:\75s7HD4;R:\UGR1144,Connect
{X2S5-N2PY73PA-8996MYWI},01-04-2010 09:16,KAS3814,PC-0717,R:\;R:\KAS3814,Connect
{H5M7-I1ND80IR-7506WCHY},01-04-2010 09:16,CTS3428,PC-4598,,Disconnect
